id_nodo; timestamp; temperatura; humedad; CO2; volatiles
node;1707405038997;25;56.90000153;123;234
node;1707405039018;25;56.90000153;123;234
node;1707405039042;25;56.90000153;123;234
node;1707405039064;25;56.90000153;123;234
node;1707405039083;25;56.90000153;123;234
node;1707405039101;25;56.90000153;123;234
node;1707405039126;25;56.90000153;123;234
node;1707405039141;25;56.90000153;123;234
node;1707405039161;25;56.90000153;123;234
node;1707405039181;25;56.90000153;123;234
node;1707405039202;25;56.90000153;123;234
node;1707405039226;25;56.90000153;123;234
node;1707405039242;25;56.90000153;123;234
node;1707405039283;25;56.90000153;123;234
node;1707405039265;25;56.90000153;123;234
node;1707405039314;25;56.90000153;123;234
node;1707405039334;25;56.90000153;123;234
node;1707405039353;25;56.90000153;123;234
node;1707405039370;25;56.90000153;123;234
node;1707405039389;25;56.90000153;123;234
node;1707405039409;25;56.90000153;123;234
node;1707405039427;25;56.90000153;123;234
node;1707405039446;25;56.90000153;123;234
node;1707405039476;25;56.90000153;123;234
node;1707405039505;25;56.90000153;123;234
node;1707405039523;25;56.90000153;123;234
node;1707405039570;25;56.90000153;123;234
node;1707405039590;25;56.90000153;123;234
node;1707405039608;25;56.90000153;123;234
node;1707405039627;25;56.90000153;123;234
node;1707405039655;25;56.90000153;123;234
node;1707405039678;25;56.90000153;123;234
node;1707405039695;25;56.90000153;123;234
node;1707405039710;25;56.90000153;123;234
node;1707405039725;25;56.90000153;123;234
node;1707405039742;25;56.90000153;123;234
node;1707405039780;25;56.90000153;123;234
node;1707405039794;25;56.90000153;123;234
node;1707405039807;25;56.90000153;123;234
node;1707405039826;25;56.90000153;123;234
node;1707405039844;25;56.90000153;123;234
node;1707405039867;25;56.90000153;123;234
node;1707405039892;25;56.90000153;123;234
node;1707405039906;25;56.90000153;123;234
node;1707405039921;25;56.90000153;123;234
node;1707405039939;25;56.90000153;123;234
node;1707405039952;25;56.90000153;123;234
node;1707405039967;25;56.90000153;123;234
node;1707405039983;25;56.90000153;123;234
node;1707405039998;25;56.90000153;123;234
node;1707405040012;25;56.90000153;123;234
node;1707405040027;25;56.90000153;123;234
node;1707405040045;25;56.90000153;123;234
node;1707405040058;25;56.90000153;123;234
node;1707405040075;25;56.90000153;123;234
node;1707405040090;25;56.90000153;123;234
node;1707405040102;25;56.90000153;123;234
node;1707405040115;25;56.90000153;123;234
node;1707405040130;25;56.90000153;123;234
node;1707405040148;25;56.90000153;123;234
node;1707405040161;25;56.90000153;123;234
node;1707405040174;25;56.90000153;123;234
node;1707405040190;25;56.90000153;123;234
node;1707405040207;25;56.90000153;123;234
node;1707405040220;25;56.90000153;123;234
node;1707405040235;25;56.90000153;123;234
node;1707405040254;25;56.90000153;123;234
node;1707405040268;25;56.90000153;123;234
node;1707405040284;25;56.90000153;123;234
node;1707405040298;25;56.90000153;123;234
node;1707405040311;25;56.90000153;123;234
node;1707405040328;25;56.90000153;123;234
node;1707405040343;25;56.90000153;123;234
node;1707405040357;25;56.90000153;123;234
node;1707405040370;25;56.90000153;123;234
node;1707405040390;25;56.90000153;123;234
node;1707405040403;25;56.90000153;123;234
node;1707405040424;25;56.90000153;123;234
node;1707405040458;25;56.90000153;123;234
node;1707405040477;25;56.90000153;123;234
node;1707405040492;25;56.90000153;123;234
node;1707405040507;25;56.90000153;123;234
node;1707405040549;25;56.90000153;123;234
node;1707405040563;25;56.90000153;123;234
node;1707405040577;25;56.90000153;123;234
node;1707405040607;25;56.90000153;123;234
node;1707405040620;25;56.90000153;123;234
node;1707405040637;25;56.90000153;123;234
node;1707405040672;25;56.90000153;123;234
node;1707405040685;25;56.90000153;123;234
node;1707405040699;25;56.90000153;123;234
node;1707405040721;25;56.90000153;123;234
