id_nodo; timestamp; temperatura; humedad; CO2; volatiles
undefined;1707403098904;undefined;undefined;undefined;undefined
undefined;1707403098970;undefined;undefined;undefined;undefined
undefined;1707403098923;undefined;undefined;undefined;undefined
undefined;1707403098941;undefined;undefined;undefined;undefined
undefined;1707403098955;undefined;undefined;undefined;undefined
undefined;1707403098988;undefined;undefined;undefined;undefined
undefined;1707403099007;undefined;undefined;undefined;undefined
undefined;1707403099024;undefined;undefined;undefined;undefined
undefined;1707403099039;undefined;undefined;undefined;undefined
undefined;1707403099057;undefined;undefined;undefined;undefined
undefined;1707403099073;undefined;undefined;undefined;undefined
undefined;1707403099088;undefined;undefined;undefined;undefined
undefined;1707403099104;undefined;undefined;undefined;undefined
undefined;1707403099125;undefined;undefined;undefined;undefined
undefined;1707403099140;undefined;undefined;undefined;undefined
undefined;1707403099159;undefined;undefined;undefined;undefined
undefined;1707403099175;undefined;undefined;undefined;undefined
undefined;1707403099191;undefined;undefined;undefined;undefined
undefined;1707403099210;undefined;undefined;undefined;undefined
undefined;1707403099223;undefined;undefined;undefined;undefined
undefined;1707403099239;undefined;undefined;undefined;undefined
undefined;1707403099258;undefined;undefined;undefined;undefined
undefined;1707403099278;undefined;undefined;undefined;undefined
undefined;1707403099299;undefined;undefined;undefined;undefined
undefined;1707403099319;undefined;undefined;undefined;undefined
undefined;1707403099334;undefined;undefined;undefined;undefined
undefined;1707403099350;undefined;undefined;undefined;undefined
undefined;1707403099365;undefined;undefined;undefined;undefined
undefined;1707403099381;undefined;undefined;undefined;undefined
undefined;1707403099398;undefined;undefined;undefined;undefined
undefined;1707403099418;undefined;undefined;undefined;undefined
undefined;1707403099431;undefined;undefined;undefined;undefined
undefined;1707403099447;undefined;undefined;undefined;undefined
undefined;1707403099462;undefined;undefined;undefined;undefined
undefined;1707403099480;undefined;undefined;undefined;undefined
undefined;1707403099493;undefined;undefined;undefined;undefined
undefined;1707403099513;undefined;undefined;undefined;undefined
undefined;1707403099525;undefined;undefined;undefined;undefined
undefined;1707403099538;undefined;undefined;undefined;undefined
undefined;1707403099549;undefined;undefined;undefined;undefined
undefined;1707403099562;undefined;undefined;undefined;undefined
undefined;1707403099581;undefined;undefined;undefined;undefined
undefined;1707403099594;undefined;undefined;undefined;undefined
undefined;1707403099605;undefined;undefined;undefined;undefined
undefined;1707403099618;undefined;undefined;undefined;undefined
undefined;1707403099631;undefined;undefined;undefined;undefined
undefined;1707403099647;undefined;undefined;undefined;undefined
undefined;1707403099665;undefined;undefined;undefined;undefined
undefined;1707403099679;undefined;undefined;undefined;undefined
undefined;1707403099692;undefined;undefined;undefined;undefined
undefined;1707403099705;undefined;undefined;undefined;undefined
undefined;1707403099719;undefined;undefined;undefined;undefined
undefined;1707403099731;undefined;undefined;undefined;undefined
undefined;1707403099744;undefined;undefined;undefined;undefined
undefined;1707403099806;undefined;undefined;undefined;undefined
undefined;1707403099822;undefined;undefined;undefined;undefined
undefined;1707403099851;undefined;undefined;undefined;undefined
undefined;1707403099869;undefined;undefined;undefined;undefined
undefined;1707403099883;undefined;undefined;undefined;undefined
undefined;1707403099897;undefined;undefined;undefined;undefined
undefined;1707403099908;undefined;undefined;undefined;undefined
undefined;1707403099920;undefined;undefined;undefined;undefined
undefined;1707403099935;undefined;undefined;undefined;undefined
undefined;1707403099946;undefined;undefined;undefined;undefined
