id_sensor; timestamp; temperatura; humedad; CO2; volatiles
1103.2;1713264386994;51.38;37.67;291;0.04
1103.2;1713264387042;81.83;39.23;192;2.58
1103.2;1713264388773;51.44;141.66;272;2.93
1103.2;1713264390381;39.15;29.84;27;2.51
1103.2;1713264390477;78.99;166.92;496;1.14
1103.2;1713264391370;55.18;114.54;152;1.38
1103.2;1713264391850;52.22;91.39;450;1.20
1103.2;1713264392535;45.51;141.07;304;2.05
1103.2;1713264394325;38.14;18.15;55;0.96
1103.2;1713264395477;32.23;157.63;497;2.18
1103.2;1713264395847;64.83;99.70;17;1.73
1103.2;1713264396206;64.00;104.81;275;1.20
1103.2;1713264396238;14.11;190.03;219;0.52
1103.2;1713264397476;36.23;59.16;5;2.53
1103.2;1713264397653;21.73;136.86;273;2.44
1103.2;1713264398775;63.44;7.86;439;2.40
1103.2;1713264398821;78.12;89.35;237;0.08
1103.2;1713264399455;9.38;86.39;137;2.97
1103.2;1713264400234;41.94;153.40;159;0.70
1103.2;1713264400308;16.66;115.72;443;1.29
1103.2;1713264400811;36.67;196.19;54;2.44
1103.2;1713264401007;18.53;130.87;469;2.38
1103.2;1713264401353;56.43;45.15;12;2.49
1103.2;1713264401644;46.48;119.96;50;0.13
1103.2;1713264402163;78.08;40.58;423;0.39
1103.2;1713264402741;16.45;109.17;102;1.43
1103.2;1713264402949;41.83;194.68;185;1.20
1103.2;1713264403258;99.23;1.76;275;2.59
1103.2;1713264403499;49.27;33.25;3;0.83
1103.2;1713264404217;4.19;190.11;5;1.54
1103.2;1713264405141;43.89;30.59;378;1.75
1103.2;1713264405257;31.80;171.62;43;1.20
1103.2;1713264405674;87.67;68.32;493;0.30
1103.2;1713264405893;80.07;171.99;148;1.67
1103.2;1713264406357;41.36;149.65;254;2.49
1103.2;1713264408529;75.93;171.29;314;0.22
1103.2;1713264409035;46.80;71.36;337;0.39
1103.2;1713264409467;82.40;187.24;366;0.72
1103.2;1713264409862;21.82;179.74;141;0.71
1103.2;1713264411219;80.85;131.40;77;2.27
1103.2;1713264411968;42.96;26.00;233;2.71
1103.2;1713264412124;34.20;53.35;472;1.92
1103.2;1713264413188;57.14;111.95;156;1.63
1103.2;1713264413516;47.98;143.92;117;1.16
1103.2;1713264413719;90.08;146.00;245;2.07
1103.2;1713264414068;3.44;78.24;410;1.36
1103.2;1713264416003;99.94;42.84;488;1.78
1103.2;1713264418034;38.41;106.31;134;2.62
1103.2;1713264418438;52.22;39.65;161;0.83
1103.2;1713264419111;7.65;48.54;268;2.48
1103.2;1713264419457;21.42;161.85;292;0.87
1103.2;1713264419726;63.59;90.55;421;1.77
1103.2;1713264421599;90.27;154.93;477;1.09
1103.2;1713264421886;20.00;47.81;343;2.53
1103.2;1713264423561;23.47;39.42;428;2.38
1103.2;1713264423831;81.33;51.06;470;2.75
1103.2;1713264423875;9.96;55.76;456;0.84
1103.2;1713264424427;56.11;115.57;434;0.16
1103.2;1713264425849;9.79;62.74;491;1.65
1103.2;1713264426315;39.63;133.65;302;1.59
1103.2;1713264427292;64.47;32.26;301;2.37
1103.2;1713264427801;86.01;118.67;403;0.04
1103.2;1713264428061;92.54;84.85;68;2.68
1103.2;1713264428247;30.17;30.04;147;2.62
1103.2;1713264428385;53.66;23.52;147;0.92
1103.2;1713264428540;87.41;186.26;180;0.26
1103.2;1713264428901;54.05;19.86;14;1.75
1103.2;1713264429041;27.39;192.81;489;0.11
1103.2;1713264429261;92.73;160.61;173;0.53
1103.2;1713264430144;34.70;58.07;458;2.32
1103.2;1713264430654;95.72;160.84;170;1.89
1103.2;1713264431999;21.75;133.28;107;2.24
1103.2;1713264432314;26.34;39.99;275;0.54
1103.2;1713264432812;83.89;129.29;359;0.22
1103.2;1713264433009;54.63;47.08;436;2.67
1103.2;1713264434117;13.68;108.32;193;2.60
1103.2;1713264434331;54.10;57.07;221;1.90
1103.2;1713264434566;98.28;166.65;17;2.07
1103.2;1713264435328;50.94;195.46;161;0.07
1103.2;1713264435532;10.48;106.01;496;0.83
1103.2;1713264436894;89.07;60.84;24;0.06
1103.2;1713264437526;38.50;21.93;57;0.70
1103.2;1713264438652;95.19;135.10;319;1.97
1103.2;1713264438667;94.37;39.47;179;1.40
1103.2;1713264439805;54.04;88.23;374;0.80
1103.2;1713264439916;88.00;17.67;307;2.04
1103.2;1713264440355;88.31;62.89;70;2.13
1103.2;1713264440693;74.61;140.89;250;2.80
1103.2;1713264440992;65.12;70.11;168;1.65
1103.2;1713264441303;61.30;53.75;45;2.09
1103.2;1713264441871;91.13;141.06;219;2.93
1103.2;1713264442705;32.46;148.22;309;2.14
1103.2;1713264443045;57.11;102.82;50;2.62
1103.2;1713264443557;63.18;63.37;245;0.14
1103.2;1713264443904;5.21;144.61;221;2.07
1103.2;1713264444557;64.74;149.58;490;0.64
1103.2;1713264444558;56.81;99.36;359;2.04
1103.2;1713264445099;22.55;78.17;383;2.49
1103.2;1713264445233;71.92;124.70;263;0.82
1103.2;1713264445680;70.48;14.42;162;1.29
1103.2;1713264446123;47.13;165.34;30;2.37
1103.2;1713264446679;55.28;197.41;273;1.59
1103.2;1713264447071;26.62;84.44;146;1.67
1103.2;1713264447346;53.28;11.86;232;2.97
1103.2;1713264447377;61.17;191.68;341;0.30
1103.2;1713264449708;19.88;156.16;340;0.01
1103.2;1713264450258;35.89;189.40;302;1.51
1103.2;1713264450754;33.07;10.70;346;1.14
1103.2;1713264450917;48.47;193.64;51;1.22
1103.2;1713264452001;51.86;48.52;385;2.71
1103.2;1713264452634;66.83;167.34;303;0.07
1103.2;1713264452986;34.64;39.13;390;2.65
1103.2;1713264453112;82.88;126.33;207;2.44
1103.2;1713264453232;80.57;70.86;117;2.36
1103.2;1713264453888;94.94;189.96;483;1.99
1103.2;1713264454099;3.74;72.85;286;0.54
1103.2;1713264455167;14.34;147.06;53;0.35
1103.2;1713264455355;50.36;53.36;31;0.13
1103.2;1713264455947;29.78;139.09;27;1.92
1103.2;1713264456942;83.33;141.95;255;1.68
1103.2;1713264457481;59.84;94.88;322;2.36
1103.2;1713264457770;35.21;158.08;126;0.44
1103.2;1713264458470;33.92;114.91;444;0.44
1103.2;1713264458533;29.23;94.59;456;0.73
1103.2;1713264458739;0.93;12.71;54;1.45
1103.2;1713264459416;25.91;17.61;331;0.48
1103.2;1713264459892;50.56;178.59;331;1.30
1103.2;1713264462132;10.93;49.57;14;2.67
1103.2;1713264462288;65.61;193.13;112;2.43
1103.2;1713264462583;55.00;27.53;446;1.92
1103.2;1713264462854;3.03;181.03;426;2.58
1103.2;1713264463008;29.64;118.19;307;2.00
1103.2;1713264464027;10.98;99.48;283;0.63
1103.2;1713264464577;90.13;68.73;109;0.12
1103.2;1713264464787;20.30;56.04;5;1.40
1103.2;1713264465038;14.81;59.93;20;1.43
1103.2;1713264465371;6.08;74.87;91;2.86
1103.2;1713264465652;78.46;156.64;15;0.95
1103.2;1713264466379;52.89;108.06;62;0.95
1103.2;1713264466480;67.22;61.23;253;1.51
1103.2;1713264466782;18.83;103.81;474;1.15
1103.2;1713264467107;76.43;147.81;137;1.36
1103.2;1713264467350;13.97;43.82;167;1.34
1103.2;1713264467860;97.04;103.10;21;0.30
1103.2;1713264468080;25.72;60.09;164;1.89
1103.2;1713264468489;37.59;14.17;422;1.32
1103.2;1713264468598;92.52;159.79;417;0.41
1103.2;1713264468718;25.53;108.34;114;2.34
1103.2;1713264468891;73.69;159.81;227;0.95
1103.2;1713264469155;2.24;155.76;190;0.99
1103.2;1713264470374;88.72;174.90;123;0.24
1103.2;1713264470422;54.78;124.23;387;0.56
1103.2;1713264470564;2.65;137.96;197;1.85
1103.2;1713264470631;58.05;196.75;287;2.81
1103.2;1713264470660;98.74;162.69;364;2.51
1103.2;1713264471450;87.68;41.57;435;1.80
1103.2;1713264471574;14.42;136.79;68;0.53
1103.2;1713264472049;7.54;83.66;268;1.31
1103.2;1713264472257;73.41;55.93;21;2.73
1103.2;1713264472889;67.36;113.32;493;0.44
1103.2;1713264473964;35.70;146.22;151;2.77
1103.2;1713264474762;72.46;182.69;47;1.16
1103.2;1713264475416;12.18;195.03;413;1.81
1103.2;1713264475645;5.69;34.79;471;1.45
1103.2;1713264476547;69.61;15.99;124;2.44
1103.2;1713264477453;91.39;29.24;31;1.86
