id_sensor; timestamp; temperatura; humedad; CO2; volatiles
1103.2;1714846386658;52.05;88.38;127;0.59
1103.2;1714846386845;48.76;11.84;384;1.64
1103.2;1714846387253;23.35;145.15;290;2.67
1103.2;1714846387517;26.90;161.76;6;0.40
1103.2;1714846388761;91.93;188.53;168;0.33
1103.2;1714846390339;2.35;73.79;66;1.20
1103.2;1714846392199;29.27;26.26;38;0.85
1103.2;1714846392401;94.88;120.76;297;1.16
1103.2;1714846394302;56.36;92.17;469;0.73
1103.2;1714846396749;9.20;88.29;265;1.63
1103.2;1714846397661;71.38;160.79;56;1.84
1103.2;1714846400129;45.32;88.50;346;1.58
1103.2;1714846400331;51.27;112.49;400;1.00
1103.2;1714846401362;45.52;162.11;389;2.04
1103.2;1714846404153;98.28;158.39;284;0.26
1103.2;1714846405303;24.95;14.31;134;1.90
1103.2;1714846406272;26.22;21.18;79;0.26
1103.2;1714846409099;54.32;0.66;39;2.51
1103.2;1714846410955;58.92;54.37;283;2.10
1103.2;1714846411781;19.14;20.00;214;1.96
1103.2;1714846413683;45.95;2.47;440;2.91
1103.2;1714846413890;85.26;188.67;85;0.47
1103.2;1714846414090;63.69;139.73;308;2.17
1103.2;1714846414510;53.83;159.73;489;2.91
1103.2;1714846414696;72.97;169.01;54;1.68
1103.2;1714846416251;50.35;64.36;362;2.37
1103.2;1714846416851;21.12;76.83;0;0.08
1103.2;1714846418554;22.90;186.51;480;1.71
1103.2;1714846421199;70.66;191.90;166;1.16
1103.2;1714846582914;6.40;20.36;33;2.49
1103.2;1714846585164;36.88;138.31;55;0.97
1103.2;1714846586064;33.70;126.64;205;1.36
1103.2;1714846586417;97.65;123.77;489;2.17
1103.2;1714846587248;32.52;46.69;330;0.21
1103.2;1714846587823;88.32;146.83;421;0.96
1103.2;1714846588011;22.97;148.20;191;0.72
1103.2;1714846588400;23.74;193.00;417;0.15
1103.2;1714846590973;58.51;34.06;12;2.86
1103.2;1714846591595;45.57;103.36;274;1.49
1103.2;1714846592422;18.78;149.15;203;0.61
1103.2;1714846593622;70.26;171.78;234;0.49
1103.2;1714846594201;35.53;2.80;195;1.98
1103.2;1714846595214;99.41;123.91;282;1.87
1103.2;1714846596429;46.13;50.47;40;1.47
1103.2;1714846597547;52.32;54.60;157;1.24
1103.2;1714846598975;52.50;163.12;111;2.15
1103.2;1714846599358;53.25;28.91;85;1.21
1103.2;1714846599967;68.76;86.41;57;2.45
1103.2;1714846600168;23.54;108.83;348;2.18
1103.2;1714846600369;86.51;86.02;379;1.97
1103.2;1714846600959;71.95;91.89;116;0.90
1103.2;1714846601645;96.13;139.71;21;2.91
1103.2;1714846602609;19.11;108.39;45;2.60
1103.2;1714846602844;27.55;147.75;179;2.31
1103.2;1714846603301;42.34;64.01;62;1.59
1103.2;1714846603896;97.21;153.75;104;1.02
1103.2;1714846604067;28.22;155.08;451;1.60
1103.2;1714846607277;6.02;45.75;257;2.13
1103.2;1714846608285;9.61;195.05;487;0.14
1103.2;1714846608863;9.27;22.94;115;2.08
1103.2;1714846609563;3.77;25.54;349;2.49
1103.2;1714846613048;37.95;197.01;81;1.08
1103.2;1714846615832;39.88;106.22;70;2.50
1103.2;1714846617298;37.24;69.96;106;2.16
1103.2;1714846619650;67.49;91.95;248;2.28
1103.2;1714846620181;38.38;198.94;377;2.22
1103.2;1714846621440;50.38;61.65;264;1.81
1103.2;1714846621659;64.08;82.67;223;1.14
