id_sensor; timestamp; temperatura; humedad; CO2; volatiles
11.1;1714846384193;82.04;74.92;104;1.47
11.1;1714846384612;34.42;6.91;392;2.77
11.1;1714846385048;34.44;104.52;8;2.11
11.1;1714846387923;69.96;43.59;439;2.23
11.1;1714846390119;86.38;94.04;203;2.10
11.1;1714846390934;40.90;102.50;122;0.04
11.1;1714846391791;51.22;126.23;5;0.44
11.1;1714846393523;12.21;106.22;132;2.46
11.1;1714846394741;12.52;186.82;446;0.05
11.1;1714846395989;44.83;21.11;384;1.44
11.1;1714846396549;44.44;92.36;74;0.54
11.1;1714846396905;79.97;63.16;322;0.00
11.1;1714846397248;97.96;172.39;119;1.10
11.1;1714846397464;31.95;83.95;479;2.47
11.1;1714846397838;21.70;70.54;324;1.03
11.1;1714846398058;81.58;35.95;234;1.61
11.1;1714846399179;72.60;196.81;220;0.57
11.1;1714846399367;46.96;13.28;345;2.80
11.1;1714846399878;25.43;109.61;296;1.19
11.1;1714846400706;9.37;45.50;377;1.56
11.1;1714846400941;29.61;94.32;216;2.27
11.1;1714846404361;32.13;132.43;341;2.19
11.1;1714846406815;83.18;162.01;241;2.13
11.1;1714846407157;83.37;186.89;110;0.49
11.1;1714846409927;20.86;127.33;150;1.34
11.1;1714846410129;4.70;7.11;363;1.32
11.1;1714846410362;98.31;119.45;363;1.62
11.1;1714846412218;15.43;153.59;303;1.13
11.1;1714846412390;14.33;47.83;231;2.24
11.1;1714846417350;87.91;130.31;488;1.19
11.1;1714846417772;6.88;154.22;151;1.95
11.1;1714846418329;44.41;167.33;448;0.39
11.1;1714846418769;24.29;169.75;416;0.68
11.1;1714846418956;96.78;176.02;432;1.09
11.1;1714846419985;99.02;74.85;446;2.78
11.1;1714846421435;83.59;93.47;110;2.92
11.1;1714846422246;79.64;196.40;69;0.60
11.1;1714846583646;70.47;14.22;221;1.41
11.1;1714846583962;61.91;191.33;303;0.88
11.1;1714846584565;75.43;32.23;392;2.01
11.1;1714846585580;63.73;92.92;236;1.97
11.1;1714846586749;1.43;23.82;336;2.23
11.1;1714846587054;85.57;150.80;163;2.07
11.1;1714846587438;92.85;92.11;228;1.54
11.1;1714846588222;42.34;139.33;381;0.88
11.1;1714846588817;94.31;54.88;32;0.54
11.1;1714846589012;6.46;162.08;132;0.55
11.1;1714846589193;68.73;147.81;476;2.28
11.1;1714846589761;36.93;31.08;499;2.98
11.1;1714846590583;21.76;191.38;183;1.84
11.1;1714846592611;50.08;22.14;185;2.72
11.1;1714846593420;88.43;106.98;115;2.05
11.1;1714846594636;26.20;19.15;484;0.74
11.1;1714846595032;18.41;32.08;440;2.23
11.1;1714846596259;7.64;67.27;330;1.68
11.1;1714846596664;87.68;161.32;21;2.27
11.1;1714846597192;89.53;160.94;416;1.85
11.1;1714846597749;84.41;47.70;495;1.10
11.1;1714846598150;40.18;150.12;419;0.57
11.1;1714846598555;79.35;147.60;380;0.89
11.1;1714846601333;21.80;151.82;360;2.69
11.1;1714846602236;0.27;122.14;38;2.55
11.1;1714846604960;40.63;80.03;287;0.93
11.1;1714846605572;68.20;131.33;253;2.54
11.1;1714846606632;40.02;11.85;254;1.90
11.1;1714846607072;18.44;65.54;284;0.12
11.1;1714846609378;29.09;46.86;454;0.21
11.1;1714846611261;22.43;115.65;48;2.70
11.1;1714846612006;41.63;173.03;263;0.36
11.1;1714846614082;21.76;181.17;383;2.79
11.1;1714846614319;92.66;188.27;218;1.99
11.1;1714846614722;70.45;170.17;339;0.78
11.1;1714846615408;21.31;112.81;393;0.47
11.1;1714846615627;19.13;150.37;337;1.02
11.1;1714846616690;48.48;130.07;179;1.18
11.1;1714846616909;40.19;197.87;267;1.08
11.1;1714846618548;31.44;55.77;81;2.78
11.1;1714846620804;85.98;144.92;261;2.13
11.1;1714846621018;36.86;168.14;483;1.42
