id_sensor; timestamp; temperatura; humedad; CO2; volatiles
2103.1;1714846383172;37.58;152.73;436;2.77
2103.1;1714846383988;7.37;93.42;322;2.27
2103.1;1714846384815;66.19;146.77;234;0.90
2103.1;1714846386033;36.09;31.33;469;2.69
2103.1;1714846389731;41.49;153.01;326;2.54
2103.1;1714846391354;55.22;52.68;122;0.76
2103.1;1714846392603;55.23;15.93;264;2.07
2103.1;1714846393128;6.54;151.48;172;0.77
2103.1;1714846396359;85.03;157.46;498;1.30
2103.1;1714846397074;97.07;195.36;233;1.36
2103.1;1714846398619;37.74;4.63;404;2.94
2103.1;1714846398820;87.91;122.33;267;2.06
2103.1;1714846401160;29.08;25.95;318;2.41
2103.1;1714846401596;70.52;191.53;162;0.41
2103.1;1714846401798;37.03;151.33;127;2.30
2103.1;1714846402392;94.44;77.87;237;2.37
2103.1;1714846404556;58.24;29.39;478;2.74
2103.1;1714846404917;13.10;61.93;21;2.84
2103.1;1714846406028;29.56;145.35;180;0.44
2103.1;1714846407920;91.08;37.46;72;1.06
2103.1;1714846408556;43.91;155.22;81;2.62
2103.1;1714846409459;30.90;97.03;297;1.83
2103.1;1714846411393;70.51;150.06;236;0.12
2103.1;1714846412609;51.21;95.33;244;0.93
2103.1;1714846412844;38.47;106.55;436;1.48
2103.1;1714846413030;66.34;85.41;176;1.86
2103.1;1714846414307;27.59;196.40;158;2.80
2103.1;1714846415054;14.10;20.95;299;1.73
2103.1;1714846416481;19.31;70.15;261;2.83
2103.1;1714846416667;11.27;55.70;36;0.06
2103.1;1714846586899;11.09;63.47;431;2.18
2103.1;1714846588584;87.75;146.43;169;0.17
2103.1;1714846589409;46.82;34.76;186;1.31
2103.1;1714846589940;92.77;53.52;236;0.41
2103.1;1714846591190;20.79;63.86;190;1.64
2103.1;1714846591393;6.87;36.07;355;2.97
2103.1;1714846593044;15.71;62.94;220;0.85
2103.1;1714846593827;75.51;21.65;108;2.10
2103.1;1714846594433;35.51;45.31;0;0.15
2103.1;1714846595430;62.60;83.96;90;1.97
2103.1;1714846599158;40.23;178.98;89;2.41
2103.1;1714846599751;5.14;124.76;458;0.27
2103.1;1714846600556;3.27;158.04;411;1.48
2103.1;1714846601847;86.24;102.42;160;1.48
2103.1;1714846607679;28.20;119.60;343;1.25
2103.1;1714846607914;19.55;137.49;425;1.70
2103.1;1714846610731;91.44;193.81;123;1.16
2103.1;1714846612392;4.02;98.10;445;2.18
2103.1;1714846615177;43.79;191.55;376;0.92
2103.1;1714846617892;34.45;86.33;133;1.36
2103.1;1714846618113;30.18;193.55;124;1.71
2103.1;1714846618404;75.50;137.95;461;2.56
2103.1;1714846619078;73.93;69.27;204;2.84
2103.1;1714846619977;98.15;70.89;257;1.39
