id_sensor; timestamp; temperatura; humedad; CO2; volatiles
2103.1;1714907910284;74.27;2.00;431;2.75
2103.1;1714907911533;8.41;74.00;348;0.24
2103.1;1714907911748;30.07;172.09;280;1.28
2103.1;1714907914692;39.28;65.63;247;2.52
2103.1;1714907915113;15.64;162.21;269;0.79
2103.1;1714907916569;25.44;60.18;44;2.11
2103.1;1714907917614;26.46;123.50;322;0.31
2103.1;1714907917773;82.00;64.36;144;1.87
2103.1;1714907917976;46.26;126.56;141;0.26
2103.1;1714907918193;62.76;63.18;180;1.88
2103.1;1714907919080;19.01;163.20;140;1.91
2103.1;1714907919475;2.87;28.21;351;2.14
2103.1;1714907922126;90.38;99.66;39;1.31
2103.1;1714907922347;25.62;178.42;146;2.08
2103.1;1714907923608;59.86;186.66;315;2.02
2103.1;1714907924007;92.82;12.57;64;1.06
2103.1;1714907925536;60.03;88.75;55;1.45
2103.1;1714907926098;28.67;67.63;471;0.59
2103.1;1714907926927;53.53;129.61;236;2.82
2103.1;1714907927378;99.52;11.33;29;2.99
2103.1;1714907927597;11.35;169.49;132;2.94
2103.1;1714907927925;84.04;42.85;124;1.57
2103.1;1714907928312;58.11;42.86;177;0.74
2103.1;1714907928923;47.24;24.18;122;1.41
2103.1;1714907931632;80.86;161.82;111;2.49
2103.1;1714907932594;40.44;20.95;206;1.82
2103.1;1714907934318;81.25;161.77;140;0.92
2103.1;1714907934915;9.44;191.43;55;0.81
2103.1;1714907936236;43.80;185.90;64;1.26
2103.1;1714907939204;70.08;6.49;148;0.76
2103.1;1714907939411;73.68;96.23;266;0.47
2103.1;1714907939600;51.51;86.63;344;2.89
2103.1;1714907940009;30.65;74.84;351;0.19
2103.1;1714907941725;9.36;61.01;201;1.17
2103.1;1714907942098;77.12;82.46;409;1.76
2103.1;1714907943722;2.20;32.65;129;2.66
2103.1;1714907943909;23.01;57.58;251;1.84
2103.1;1714907944328;1.66;110.15;344;0.43
2103.1;1714907947026;46.89;28.84;38;2.33
2103.1;1714907947637;31.87;121.60;424;2.14
2103.1;1714907948948;61.09;43.97;62;1.90
