id_sensor; timestamp; temperatura; humedad; CO2; volatiles
101.2;1713264070600;38.33;50.13;79;0.74
101.2;1713264386809;56.94;146.81;198;1.80
101.2;1713264387618;91.11;141.55;444;0.29
101.2;1713264388211;83.31;4.32;410;2.06
101.2;1713264388279;12.21;184.85;408;0.63
101.2;1713264388416;20.61;61.85;229;2.27
101.2;1713264390134;95.34;45.94;39;0.62
101.2;1713264390696;4.66;66.23;268;1.98
101.2;1713264390927;8.25;93.87;333;1.65
101.2;1713264391650;12.33;78.47;30;0.08
101.2;1713264391651;94.52;114.32;71;0.84
101.2;1713264392612;18.50;126.43;449;0.75
101.2;1713264393347;26.05;199.70;455;0.09
101.2;1713264393721;14.63;93.38;88;1.39
101.2;1713264393946;77.72;153.25;320;2.27
101.2;1713264394433;66.38;119.08;280;1.26
101.2;1713264395115;42.01;180.21;290;2.10
101.2;1713264395209;85.30;178.82;420;2.50
101.2;1713264395445;29.20;86.30;44;2.75
101.2;1713264396005;39.81;80.96;404;2.29
101.2;1713264399531;96.41;89.26;461;0.68
101.2;1713264400648;38.94;9.30;6;0.37
101.2;1713264401218;55.35;138.29;3;1.66
101.2;1713264401886;79.62;127.80;344;1.13
101.2;1713264402320;11.73;75.82;327;0.31
101.2;1713264402475;60.53;87.11;471;2.72
101.2;1713264402693;11.99;84.18;401;0.08
101.2;1713264402849;20.04;86.38;204;0.84
101.2;1713264403109;43.56;149.57;456;0.72
101.2;1713264403429;25.11;76.84;223;1.07
101.2;1713264403591;61.08;53.84;280;1.51
101.2;1713264403806;67.90;79.87;200;0.86
101.2;1713264404228;17.32;183.30;451;2.10
101.2;1713264404276;43.36;164.72;459;2.82
101.2;1713264405064;81.59;83.40;403;1.07
101.2;1713264405630;85.29;71.11;9;2.93
101.2;1713264405770;13.02;94.81;499;0.20
101.2;1713264407343;63.05;184.72;193;2.27
101.2;1713264407592;38.48;28.37;256;0.49
101.2;1713264407670;83.31;11.78;348;2.56
101.2;1713264407717;34.34;27.35;278;1.96
101.2;1713264408171;66.24;49.83;48;2.48
101.2;1713264408939;51.49;67.42;436;2.47
101.2;1713264409002;33.01;196.16;247;0.42
101.2;1713264410237;66.52;183.00;464;2.74
101.2;1713264410238;75.87;184.74;381;0.21
101.2;1713264410981;71.40;134.86;160;2.11
101.2;1713264411090;54.57;28.89;68;0.76
101.2;1713264411312;45.18;56.46;130;1.12
101.2;1713264411723;23.83;160.25;421;1.88
101.2;1713264411748;51.13;64.01;331;0.44
101.2;1713264411863;58.43;79.09;39;0.87
101.2;1713264413360;89.12;34.08;201;1.24
101.2;1713264413576;55.42;74.54;136;1.61
101.2;1713264413939;46.52;23.34;51;2.22
101.2;1713264414435;8.11;103.72;301;0.83
101.2;1713264414719;28.81;165.91;258;1.60
101.2;1713264415581;30.56;40.43;313;0.61
101.2;1713264415831;60.66;7.04;380;0.74
101.2;1713264416809;26.65;118.01;98;2.63
101.2;1713264417155;13.46;138.38;214;1.49
101.2;1713264417693;36.14;87.57;246;0.61
101.2;1713264417723;34.46;138.32;114;0.02
101.2;1713264418394;0.30;57.88;323;0.26
101.2;1713264418882;72.76;121.50;278;0.81
101.2;1713264419170;60.35;99.91;100;2.42
101.2;1713264419657;82.18;145.02;39;0.35
101.2;1713264421856;19.14;85.49;32;2.97
101.2;1713264421950;87.90;63.29;133;0.39
101.2;1713264421980;77.59;188.05;104;0.39
101.2;1713264422136;38.20;25.25;187;2.92
101.2;1713264422652;1.36;89.76;281;0.36
101.2;1713264423952;18.66;73.26;45;2.33
101.2;1713264424738;25.78;118.91;240;0.36
101.2;1713264424861;27.01;32.50;282;2.49
101.2;1713264425503;91.33;120.40;45;1.08
101.2;1713264427414;93.51;189.26;410;0.90
101.2;1713264427531;94.28;4.00;80;2.33
101.2;1713264428325;41.33;47.26;221;0.19
101.2;1713264430064;84.67;173.17;479;0.96
101.2;1713264430402;10.03;16.94;233;1.00
101.2;1713264430578;21.94;174.75;107;2.82
101.2;1713264430624;37.28;50.75;248;2.55
101.2;1713264431024;5.72;198.39;457;2.91
101.2;1713264431605;74.37;108.73;81;2.68
101.2;1713264431744;3.19;74.46;132;0.35
101.2;1713264432748;88.39;87.96;236;2.22
101.2;1713264433159;78.70;6.31;28;2.53
101.2;1713264433510;90.33;2.90;249;1.59
101.2;1713264433658;24.49;70.29;376;1.98
101.2;1713264433883;64.74;15.25;259;1.73
101.2;1713264434045;78.71;99.13;140;1.63
101.2;1713264434624;81.67;29.99;80;1.34
101.2;1713264435376;74.67;4.04;312;2.00
101.2;1713264435798;38.87;196.42;499;1.41
101.2;1713264435999;1.38;125.02;35;2.16
101.2;1713264436107;80.02;155.02;101;2.96
101.2;1713264436661;76.87;148.29;318;1.79
101.2;1713264437009;50.81;89.78;185;2.84
101.2;1713264437051;44.14;7.76;486;1.97
101.2;1713264438136;2.60;182.03;338;0.60
101.2;1713264438762;73.41;128.07;173;2.41
101.2;1713264438894;52.02;113.16;365;1.02
101.2;1713264439445;92.66;68.57;325;2.77
101.2;1713264439654;51.97;75.56;50;0.21
101.2;1713264439750;99.79;106.65;249;0.76
101.2;1713264440065;46.53;90.64;28;0.48
101.2;1713264440671;84.12;186.29;36;2.00
101.2;1713264440872;59.87;42.78;396;1.64
101.2;1713264441242;20.34;157.51;282;0.56
101.2;1713264441840;36.83;71.13;484;2.63
101.2;1713264442301;1.36;9.57;114;2.25
101.2;1713264443205;50.81;142.13;261;2.04
101.2;1713264443967;17.85;129.08;124;1.04
101.2;1713264444899;58.23;152.83;240;1.92
101.2;1713264445681;53.38;99.40;255;0.25
101.2;1713264446017;79.21;135.93;488;0.11
101.2;1713264446935;40.03;114.91;13;1.62
101.2;1713264447302;39.21;193.04;240;2.92
101.2;1713264447424;9.65;130.34;1;2.60
101.2;1713264448023;71.03;137.08;272;0.27
101.2;1713264448114;41.29;128.67;67;2.58
101.2;1713264448861;96.65;17.73;122;1.30
101.2;1713264448991;9.28;46.89;254;2.46
101.2;1713264449161;90.13;146.10;432;1.98
101.2;1713264450814;82.48;101.45;184;2.07
101.2;1713264451124;26.67;188.53;329;2.52
101.2;1713264451344;17.19;143.25;437;2.52
101.2;1713264451844;21.02;97.02;433;0.61
101.2;1713264452271;87.97;44.16;439;2.98
101.2;1713264452585;79.27;158.97;80;0.96
101.2;1713264452680;83.47;144.01;410;2.11
101.2;1713264452888;3.77;126.25;332;0.79
101.2;1713264455805;84.80;111.43;225;2.19
101.2;1713264456164;86.44;73.45;269;1.38
