id_sensor; timestamp; temperatura; humedad; CO2; volatiles
11.1;1714907912321;28.94;102.97;447;2.65
11.1;1714907912911;24.98;81.30;243;2.56
11.1;1714907914927;83.72;38.41;353;1.30
11.1;1714907916384;99.68;11.77;153;0.87
11.1;1714907917194;65.59;127.70;56;0.94
11.1;1714907918614;29.69;146.49;401;1.34
11.1;1714907920923;33.38;187.33;114;1.82
11.1;1714907921329;49.34;72.84;448;2.27
11.1;1714907921547;43.31;114.23;409;1.88
11.1;1714907921924;98.72;34.29;74;0.82
11.1;1714907922705;82.59;68.07;484;2.49
11.1;1714907925084;43.00;70.76;18;2.85
11.1;1714907928127;29.93;139.31;379;2.80
11.1;1714907928531;85.97;94.03;187;1.62
11.1;1714907929298;47.80;78.88;254;2.20
11.1;1714907930123;85.89;18.45;166;2.79
11.1;1714907931833;4.36;41.79;229;1.02
11.1;1714907932781;45.40;135.08;319;0.89
11.1;1714907933566;96.06;130.04;202;2.94
11.1;1714907934727;97.04;55.61;357;0.98
11.1;1714907936019;65.67;103.24;126;1.83
11.1;1714907937050;92.76;66.63;330;1.54
11.1;1714907938565;86.19;109.72;134;0.47
11.1;1714907939002;41.16;29.70;83;1.01
11.1;1714907940196;5.18;151.76;433;0.88
11.1;1714907940835;54.57;21.85;89;0.06
11.1;1714907944515;75.69;61.67;484;0.77
11.1;1714907944752;67.13;26.25;250;0.43
11.1;1714907946013;97.22;43.33;401;2.75
11.1;1714907946433;35.29;163.89;294;2.84
11.1;1714907948275;79.94;153.00;481;0.38
11.1;1714907948729;91.35;93.70;171;1.44
