id_sensor; timestamp; temperatura; humedad; CO2; volatiles
114.1;1714907909819;28.51;155.06;78;1.99
114.1;1714907910069;37.44;1.93;490;2.76
114.1;1714907912120;62.95;130.96;50;2.03
114.1;1714907914488;87.02;115.24;300;1.17
114.1;1714907916992;14.27;184.40;167;2.99
114.1;1714907918410;53.42;159.10;121;0.70
114.1;1714907919273;11.31;75.27;177;1.83
114.1;1714907920079;41.30;64.00;430;1.80
114.1;1714907923266;64.95;21.27;63;1.67
114.1;1714907924864;93.16;65.87;92;1.41
114.1;1714907925944;83.79;194.94;276;0.81
114.1;1714907927774;24.32;68.37;446;2.25
114.1;1714907929110;45.49;139.19;394;1.80
114.1;1714907930699;87.15;20.46;341;2.86
114.1;1714907931075;44.13;50.84;473;1.45
114.1;1714907931414;28.02;95.80;133;1.46
114.1;1714907932223;70.37;52.50;85;0.96
114.1;1714907936454;1.98;36.36;339;1.13
114.1;1714907937472;57.52;6.21;393;2.48
114.1;1714907937659;28.14;82.88;381;2.61
114.1;1714907938346;74.15;87.12;347;2.03
114.1;1714907939789;95.63;70.11;40;1.80
114.1;1714907941227;45.42;153.26;317;1.75
114.1;1714907941504;66.42;56.73;284;1.24
114.1;1714907942516;83.43;56.48;405;0.45
114.1;1714907943283;60.54;51.10;471;1.51
114.1;1714907944129;62.29;193.92;360;0.46
114.1;1714907945170;45.10;103.60;158;1.77
114.1;1714907945390;31.89;188.50;328;0.26
114.1;1714907947229;97.86;178.20;220;1.30
114.1;1714907949729;37.18;47.28;317;0.49
114.1;1714907949925;63.26;25.39;126;0.72
