id_sensor; timestamp; temperatura; humedad; CO2; volatiles
2103.1;1714846383881;40.84;85.10;206;1.40
2103.1;1714846387176;18.98;62.44;166;1.16
2103.1;1714846388218;15.60;49.06;227;0.71
2103.1;1714846390433;24.83;29.80;281;0.28
2103.1;1714846394397;38.18;9.68;399;2.45
2103.1;1714846395706;7.17;43.49;339;2.44
2103.1;1714846395895;96.63;86.40;418;2.43
2103.1;1714846396815;43.31;87.03;468;0.74
2103.1;1714846396982;24.09;188.03;308;2.63
2103.1;1714846397356;48.18;24.84;475;2.25
2103.1;1714846399467;88.62;110.57;224;1.85
2103.1;1714846399786;93.00;21.66;278;2.75
2103.1;1714846400224;7.55;127.03;133;0.61
2103.1;1714846400832;77.88;0.92;6;1.31
2103.1;1714846402283;37.00;128.41;380;2.35
2103.1;1714846402847;27.60;94.38;204;2.03
2103.1;1714846403265;53.90;133.82;18;2.41
2103.1;1714846404277;56.58;57.08;82;1.18
2103.1;1714846404803;94.77;44.59;404;1.98
2103.1;1714846404993;72.11;26.00;228;2.84
2103.1;1714846405773;3.62;145.07;219;2.29
2103.1;1714846407454;48.36;189.88;224;0.22
2103.1;1714846409818;75.96;185.40;215;1.54
2103.1;1714846411906;36.73;95.30;356;2.58
2103.1;1714846413981;5.56;21.22;191;1.07
2103.1;1714846414965;97.44;170.46;119;1.64
2103.1;1714846415146;7.08;179.31;95;2.15
2103.1;1714846415567;53.16;39.84;483;1.42
2103.1;1714846416760;51.69;79.20;292;1.38
2103.1;1714846418648;8.54;91.34;446;0.64
2103.1;1714846418863;88.01;123.02;120;1.90
2103.1;1714846419049;53.53;128.92;284;0.19
2103.1;1714846421310;21.72;43.89;167;0.84
2103.1;1714846582583;44.71;18.49;438;2.24
2103.1;1714846582974;8.55;12.26;80;0.42
2103.1;1714846583195;79.33;17.07;391;2.15
2103.1;1714846585470;1.39;55.15;233;0.88
2103.1;1714846585939;37.74;86.47;199;0.12
2103.1;1714846586997;86.96;90.17;37;2.71
2103.1;1714846589502;32.54;76.53;180;0.56
2103.1;1714846590491;62.47;63.23;100;1.99
2103.1;1714846590878;18.57;67.44;262;1.49
2103.1;1714846591913;22.76;15.02;455;0.71
2103.1;1714846592515;75.61;180.45;387;2.55
2103.1;1714846593092;79.05;55.23;409;1.98
2103.1;1714846593905;36.83;108.77;193;0.04
2103.1;1714846594312;36.58;56.52;115;1.46
2103.1;1714846596552;66.61;153.29;431;0.51
2103.1;1714846603191;18.10;196.73;342;1.70
2103.1;1714846603580;70.95;20.14;465;0.42
2103.1;1714846604163;7.09;69.68;459;1.21
2103.1;1714846605478;80.84;166.14;303;1.24
2103.1;1714846609126;47.04;32.20;122;2.90
2103.1;1714846609862;24.73;92.93;394;2.77
2103.1;1714846610436;62.86;93.79;251;1.17
2103.1;1714846611508;91.57;161.55;313;2.29
2103.1;1714846612702;54.10;49.61;180;0.73
2103.1;1714846612940;58.82;166.23;111;1.38
2103.1;1714846613735;79.01;76.73;182;2.98
2103.1;1714846614631;71.58;9.09;477;1.60
2103.1;1714846615065;16.06;72.21;448;2.49
2103.1;1714846615298;22.75;14.54;384;2.20
2103.1;1714846616986;49.41;159.87;417;0.64
2103.1;1714846618188;96.23;44.18;123;2.75
2103.1;1714846618838;59.84;35.35;84;2.81
2103.1;1714846618984;3.22;135.50;8;2.24
2103.1;1714846619185;32.23;116.31;251;0.15
2103.1;1714846620598;83.06;166.61;119;2.67
