id_sensor; timestamp; temperatura; humedad; CO2; volatiles
101.2;1714907910864;90.38;129.19;212;1.12
101.2;1714907913209;15.01;145.73;100;0.88
101.2;1714907914365;96.57;161.63;120;2.74
101.2;1714907915022;79.05;99.95;83;1.86
101.2;1714907916290;70.58;15.19;217;1.28
101.2;1714907918287;8.16;121.84;1;1.65
101.2;1714907919770;51.26;82.81;248;0.30
101.2;1714907920814;71.03;129.57;319;2.97
101.2;1714907921000;82.53;22.91;134;1.95
101.2;1714907922237;74.52;147.78;330;2.37
101.2;1714907922439;53.89;125.42;203;1.00
101.2;1714907922610;4.22;9.61;367;0.23
101.2;1714907924537;88.46;156.56;427;1.94
101.2;1714907926398;61.47;138.16;366;0.39
101.2;1714907926835;37.00;181.01;464;1.74
101.2;1714907929017;70.49;191.69;443;0.98
101.2;1714907929207;64.52;169.15;179;2.52
101.2;1714907929606;99.99;137.52;406;0.26
101.2;1714907931182;36.04;54.66;219;1.92
101.2;1714907931928;71.89;48.61;415;0.80
101.2;1714907932860;34.61;186.70;285;2.69
101.2;1714907933062;27.50;134.72;29;2.89
101.2;1714907934648;38.15;141.79;371;0.56
101.2;1714907935724;91.06;147.98;117;1.86
101.2;1714907935926;68.39;39.82;329;1.36
101.2;1714907936127;80.03;66.81;285;2.41
101.2;1714907936551;73.66;13.58;26;0.08
101.2;1714907937145;52.18;82.82;291;2.80
101.2;1714907937363;16.78;5.64;147;1.84
101.2;1714907938659;15.63;177.08;120;1.85
101.2;1714907940304;45.63;101.26;104;1.07
101.2;1714907942210;94.15;26.87;39;0.15
101.2;1714907942408;89.72;181.85;211;1.37
101.2;1714907942829;45.22;178.85;481;2.28
101.2;1714907949042;95.00;142.28;298;2.78
101.2;1714907949840;62.45;190.77;130;1.16
