id_sensor; timestamp; temperatura; humedad; CO2; volatiles
11.1;1714907910628;39.97;96.36;348;1.94
11.1;1714907911827;45.99;75.86;296;1.39
11.1;1714907912785;91.41;144.58;112;1.52
11.1;1714907915223;56.02;123.33;427;0.68
11.1;1714907915693;76.24;198.59;331;1.17
11.1;1714907917102;7.78;131.12;239;0.03
11.1;1714907918503;27.22;190.12;365;2.82
11.1;1714907918955;75.00;120.46;348;0.83
11.1;1714907920611;28.04;125.08;456;2.23
11.1;1714907921658;75.71;100.35;253;2.48
11.1;1714907923157;7.60;127.79;36;2.19
11.1;1714907923517;83.52;186.60;486;1.76
11.1;1714907925442;47.17;81.89;63;2.80
11.1;1714907926053;43.33;100.17;137;1.93
11.1;1714907927255;20.88;57.33;218;2.61
11.1;1714907927504;61.62;34.40;165;1.53
11.1;1714907927805;0.74;144.73;491;0.04
11.1;1714907928020;62.20;82.67;69;1.17
11.1;1714907930573;89.19;107.86;457;2.95
11.1;1714907930793;48.66;90.47;484;0.32
11.1;1714907937769;1.35;24.47;397;3.00
11.1;1714907937987;50.78;137.68;395;1.52
11.1;1714907940967;57.56;116.93;17;1.02
11.1;1714907943614;16.18;123.93;431;0.59
11.1;1714907946122;56.56;86.60;395;2.83
11.1;1714907946542;63.87;195.28;306;2.58
11.1;1714907947324;63.09;21.27;92;0.02
11.1;1714907947965;46.48;82.10;138;2.80
11.1;1714907948167;64.70;151.53;285;0.20
11.1;1714907950196;43.74;140.16;365;0.71
