id_sensor; timestamp; temperatura; humedad; CO2; volatiles
1103.2;1714846384100;49.40;94.65;107;2.68
1103.2;1714846384318;36.00;15.35;226;2.32
1103.2;1714846384707;13.95;125.15;93;2.61
1103.2;1714846385127;58.31;198.58;223;2.77
1103.2;1714846385533;3.61;183.22;402;0.55
1103.2;1714846385737;4.99;98.71;27;1.95
1103.2;1714846385926;27.20;0.02;316;0.57
1103.2;1714846386143;75.43;76.45;170;0.93
1103.2;1714846390841;99.31;176.59;463;2.21
1103.2;1714846391044;63.66;179.20;237;1.84
1103.2;1714846392104;34.55;149.21;99;1.13
1103.2;1714846393445;56.09;163.98;307;1.69
1103.2;1714846393600;63.40;165.31;316;0.29
1103.2;1714846394837;2.17;41.69;480;0.39
1103.2;1714846395021;36.39;193.26;357;0.15
1103.2;1714846396453;34.69;15.28;262;2.23
1103.2;1714846397571;96.97;182.56;309;1.68
1103.2;1714846399271;75.91;135.76;139;2.82
1103.2;1714846403671;24.09;42.53;386;1.59
1103.2;1714846404465;50.73;33.13;375;0.59
1103.2;1714846407040;45.57;49.94;272;2.84
1103.2;1714846407254;12.96;50.17;328;1.01
1103.2;1714846408635;47.79;3.72;349;0.68
1103.2;1714846409008;10.60;175.14;276;0.33
1103.2;1714846410020;34.11;19.74;189;2.36
1103.2;1714846410255;22.23;7.77;295;0.86
1103.2;1714846411502;81.01;1.61;105;1.38
1103.2;1714846413389;25.88;100.87;215;2.96
1103.2;1714846413608;0.40;28.86;278;0.42
1103.2;1714846414400;97.11;125.53;63;0.30
1103.2;1714846418239;0.57;191.76;353;0.73
1103.2;1714846421091;37.59;167.65;286;1.90
1103.2;1714846583740;98.95;13.10;134;2.31
1103.2;1714846584252;44.65;102.21;244;1.08
1103.2;1714846587154;42.26;163.23;54;0.10
1103.2;1714846587355;22.19;78.85;308;0.09
1103.2;1714846587895;79.58;158.07;190;1.39
1103.2;1714846588478;5.14;26.80;456;2.58
1103.2;1714846589863;67.31;178.48;114;1.46
1103.2;1714846591688;97.00;22.30;205;0.83
1103.2;1714846592318;24.07;111.49;456;0.29
1103.2;1714846595106;33.00;191.10;24;1.35
1103.2;1714846595958;8.88;65.59;279;0.84
1103.2;1714846596945;79.59;44.63;291;0.12
1103.2;1714846597829;2.82;190.21;312;1.23
1103.2;1714846598244;72.61;83.20;321;1.83
1103.2;1714846598867;53.40;95.95;209;0.23
1103.2;1714846601737;44.67;179.03;137;0.35
1103.2;1714846602732;23.85;94.35;207;2.63
1103.2;1714846603976;16.47;147.31;412;2.41
1103.2;1714846604599;30.24;180.60;294;0.49
1103.2;1714846605070;38.21;12.51;230;1.28
1103.2;1714846606960;7.47;21.42;56;2.72
1103.2;1714846610928;93.91;65.70;463;1.42
