id_sensor; timestamp; temperatura; humedad; CO2; volatiles
112.1;1714846383479;48.48;94.92;316;1.75
112.1;1714846383676;94.77;16.17;308;1.58
112.1;1714846386753;26.38;196.92;202;0.39
112.1;1714846386956;53.17;108.97;471;0.02
112.1;1714846388839;68.39;94.09;449;1.68
112.1;1714846389190;72.69;179.58;205;1.79
112.1;1714846390244;21.22;113.63;171;1.34
112.1;1714846391667;97.72;94.09;141;1.20
112.1;1714846391901;34.44;39.87;385;1.39
112.1;1714846392946;66.38;194.98;483;2.19
112.1;1714846393896;88.78;172.71;69;2.56
112.1;1714846394213;27.70;42.06;129;2.21
112.1;1714846394633;57.33;17.29;244;0.74
112.1;1714846395211;88.70;58.49;137;2.54
112.1;1714846397948;93.91;16.31;325;1.13
112.1;1714846398914;85.83;105.59;75;0.14
112.1;1714846400005;68.19;181.73;5;1.59
112.1;1714846400628;22.28;176.80;406;0.93
112.1;1714846405210;81.94;111.01;365;0.22
112.1;1714846406567;88.41;90.95;473;2.56
112.1;1714846407829;38.33;53.66;57;2.26
112.1;1714846409194;3.80;148.62;410;2.24
112.1;1714846413139;53.31;155.68;342;1.35
112.1;1714846414773;29.81;97.44;236;0.34
112.1;1714846416578;11.95;102.75;9;0.22
112.1;1714846417648;93.82;105.67;384;0.58
112.1;1714846417870;44.95;134.30;44;2.93
112.1;1714846418429;66.71;112.86;326;0.43
112.1;1714846419298;0.32;116.88;66;0.98
112.1;1714846419485;30.15;24.36;461;1.54
112.1;1714846419702;13.52;104.99;10;2.61
112.1;1714846420297;86.62;58.84;352;0.05
112.1;1714846584085;17.41;41.42;2;2.58
112.1;1714846584455;9.50;21.90;311;0.37
112.1;1714846584876;29.16;54.45;251;0.48
112.1;1714846585080;18.61;149.51;127;2.27
112.1;1714846585705;64.98;7.56;48;2.88
112.1;1714846586671;90.45;24.97;301;2.99
112.1;1714846590048;33.71;4.88;280;2.18
112.1;1714846592936;15.28;147.00;219;1.24
112.1;1714846594728;89.85;28.78;390;0.93
112.1;1714846594948;85.23;91.59;361;0.03
112.1;1714846595759;48.74;8.20;122;0.48
112.1;1714846597283;98.10;170.81;8;0.61
112.1;1714846597653;2.66;10.54;216;1.19
112.1;1714846598446;27.91;21.27;324;0.25
112.1;1714846599263;21.68;14.57;313;1.71
112.1;1714846599450;30.02;142.15;491;1.11
112.1;1714846601384;83.85;110.37;273;2.02
112.1;1714846601549;21.92;192.12;109;2.31
112.1;1714846602969;16.64;22.41;117;1.69
112.1;1714846603769;87.90;154.37;108;0.32
112.1;1714846606149;11.57;37.59;438;0.54
112.1;1714846606335;67.44;194.58;12;1.75
112.1;1714846606523;26.94;149.32;367;2.47
112.1;1714846607197;71.90;113.83;183;2.00
112.1;1714846608956;46.89;128.99;58;2.91
112.1;1714846610068;6.91;39.26;260;1.75
112.1;1714846611695;39.22;117.41;152;1.82
112.1;1714846612268;44.60;75.52;418;2.17
112.1;1714846614847;44.78;66.06;487;0.26
112.1;1714846615736;83.86;120.01;323;3.00
112.1;1714846616815;22.75;12.81;459;2.78
112.1;1714846617408;27.48;175.43;63;2.69
112.1;1714846618000;68.02;109.32;166;0.13
112.1;1714846618641;32.15;123.38;419;2.78
112.1;1714846619867;3.42;165.43;34;2.88
112.1;1714846620729;50.82;144.83;54;0.99
112.1;1714846620896;18.60;29.60;287;2.88
112.1;1714846621547;38.26;180.59;78;2.92
