id_sensor; timestamp; temperatura; humedad; CO2; volatiles
114.1;1714846388435;27.97;61.41;42;1.32
114.1;1714846388639;89.67;18.69;325;0.70
114.1;1714846390014;42.13;119.03;496;0.57
114.1;1714846391247;74.91;86.57;161;2.28
114.1;1714846392293;38.38;124.63;351;2.02
114.1;1714846393060;13.36;87.79;73;1.20
114.1;1714846393249;41.40;112.91;75;2.53
114.1;1714846394067;16.96;184.84;107;0.58
114.1;1714846395553;54.55;111.47;94;0.33
114.1;1714846397156;98.54;127.02;427;3.00
114.1;1714846398165;71.77;151.68;386;0.05
114.1;1714846398727;72.27;195.04;429;0.90
114.1;1714846399552;19.97;30.45;417;0.76
114.1;1714846401050;53.83;196.88;131;1.24
114.1;1714846403877;97.69;159.95;204;2.22
114.1;1714846404616;58.96;125.58;269;2.98
114.1;1714846405586;35.08;108.85;485;2.23
114.1;1714846405942;26.30;173.39;250;1.29
114.1;1714846406396;56.63;114.18;54;0.11
114.1;1714846407627;84.27;171.07;253;1.58
114.1;1714846408048;35.65;184.19;451;0.56
114.1;1714846408821;84.76;12.44;29;0.09
114.1;1714846409369;24.26;3.22;76;2.70
114.1;1714846410457;70.18;29.16;439;1.64
114.1;1714846412140;23.33;63.22;121;1.73
114.1;1714846412920;43.53;176.70;497;2.73
114.1;1714846417258;71.43;163.73;70;0.81
114.1;1714846420095;45.49;158.12;15;1.31
114.1;1714846420640;60.31;144.82;24;1.29
114.1;1714846420842;59.00;118.11;329;0.49
114.1;1714846421529;8.23;117.51;297;2.76
114.1;1714846422137;6.24;15.79;36;0.11
114.1;1714846583351;69.83;129.14;341;1.44
114.1;1714846586158;18.89;30.80;443;1.52
114.1;1714846586858;54.60;27.18;444;0.49
114.1;1714846587745;11.39;15.51;303;1.89
114.1;1714846588122;73.06;151.41;295;2.51
114.1;1714846589289;23.69;129.24;403;1.80
114.1;1714846590659;61.52;111.03;115;0.67
114.1;1714846591501;38.36;61.19;169;2.62
114.1;1714846592140;95.27;68.61;296;2.54
114.1;1714846594090;99.61;162.48;102;0.89
114.1;1714846595336;91.82;59.46;89;2.84
114.1;1714846596180;70.80;103.46;391;1.37
114.1;1714846597115;89.22;153.60;30;2.77
114.1;1714846598057;16.90;115.44;197;1.90
114.1;1714846599666;10.70;2.18;352;1.62
114.1;1714846599855;85.85;9.25;246;2.10
114.1;1714846602124;32.46;131.82;80;2.59
114.1;1714846602514;27.74;135.47;5;1.46
114.1;1714846604395;72.50;86.17;390;1.55
114.1;1714846605666;31.06;124.75;172;1.67
114.1;1714846606743;28.44;36.85;394;1.63
114.1;1714846607556;42.46;84.65;307;1.41
114.1;1714846607801;76.11;115.33;66;0.26
114.1;1714846608765;32.15;61.74;227;1.74
114.1;1714846609257;14.96;100.04;483;1.30
114.1;1714846612112;67.24;192.17;45;0.69
114.1;1714846614206;49.24;123.43;353;1.36
114.1;1714846615939;18.49;63.37;237;2.11
114.1;1714846616394;68.88;94.78;442;1.13
114.1;1714846619369;78.29;74.49;88;1.01
114.1;1714846620273;49.73;37.81;296;0.24
114.1;1714846621126;87.97;184.68;272;1.20
