id_sensor; timestamp; temperatura; humedad; CO2; volatiles
101.2;1714846383281;52.87;19.83;163;0.96
101.2;1714846384518;87.61;103.66;441;1.26
101.2;1714846386345;13.33;140.19;275;2.61
101.2;1714846386566;65.25;182.80;263;1.11
101.2;1714846387295;81.77;170.19;365;2.24
101.2;1714846387829;78.63;156.31;335;0.77
101.2;1714846389407;20.88;16.66;430;1.44
101.2;1714846392510;9.70;189.49;255;1.57
101.2;1714846393706;12.70;140.24;193;1.06
101.2;1714846395365;54.48;191.41;88;0.67
101.2;1714846396624;31.43;31.83;5;2.33
101.2;1714846398344;76.26;126.13;2;2.52
101.2;1714846399086;96.90;8.96;214;0.54
101.2;1714846401253;56.23;119.93;18;1.82
101.2;1714846401705;19.91;31.74;142;2.10
101.2;1714846401908;17.43;95.31;190;1.19
101.2;1714846402485;39.20;193.20;87;1.74
101.2;1714846402657;47.62;175.04;101;2.98
101.2;1714846403484;57.42;50.65;22;0.38
101.2;1714846406755;53.54;73.25;43;1.30
101.2;1714846410878;61.17;126.73;375;0.80
101.2;1714846411066;34.53;111.44;37;1.09
101.2;1714846412311;18.79;21.25;71;1.23
101.2;1714846414587;56.27;147.76;174;0.43
101.2;1714846415335;75.65;63.26;155;2.30
101.2;1714846415939;27.42;196.13;336;0.57
101.2;1714846416376;15.17;21.17;176;0.58
101.2;1714846421718;7.20;98.79;161;0.43
101.2;1714846582818;46.21;88.68;488;1.83
101.2;1714846583551;95.25;138.31;158;2.25
101.2;1714846586344;59.99;3.62;113;0.84
101.2;1714846587525;11.09;76.92;270;0.75
101.2;1714846588325;41.68;100.45;122;2.75
101.2;1714846588912;40.31;122.89;191;0.62
101.2;1714846589699;38.47;2.89;136;2.17
101.2;1714846590268;2.43;167.82;343;0.02
101.2;1714846591290;2.13;129.58;32;2.09
101.2;1714846593325;13.20;153.04;213;0.48
101.2;1714846593512;30.37;189.04;306;1.08
101.2;1714846593747;62.92;115.79;53;2.01
101.2;1714846595539;73.32;14.34;311;1.90
101.2;1714846596772;18.13;154.91;328;0.57
101.2;1714846599066;85.15;51.39;9;0.89
101.2;1714846600461;29.25;67.03;393;0.63
101.2;1714846600678;40.16;116.03;416;1.29
101.2;1714846601224;54.16;168.81;483;2.25
101.2;1714846605257;33.28;175.95;8;1.98
101.2;1714846607368;65.94;40.52;263;1.96
101.2;1714846609673;87.28;141.44;355;1.37
101.2;1714846611353;37.61;164.12;485;2.70
101.2;1714846611897;63.16;34.83;244;1.66
101.2;1714846613143;64.01;38.81;489;0.85
101.2;1714846613347;56.03;137.48;52;2.35
101.2;1714846613973;93.75;146.27;133;1.93
101.2;1714846614412;42.90;44.96;22;0.50
101.2;1714846615518;40.88;133.94;172;0.85
101.2;1714846616173;16.14;108.21;372;2.16
101.2;1714846616580;81.87;123.14;461;1.89
101.2;1714846617204;66.77;48.74;243;0.69
101.2;1714846618333;97.16;92.65;195;0.25
101.2;1714846619715;71.46;105.48;198;2.29
101.2;1714846620460;52.87;114.10;211;1.04
101.2;1714846621769;33.23;95.47;53;2.89
