id_sensor; timestamp; temperatura; humedad; CO2; volatiles
112.1;1714907914817;71.35;49.06;455;2.80
112.1;1714907918738;74.28;121.02;165;0.29
112.1;1714907919568;45.43;155.68;261;2.38
112.1;1714907921220;88.34;12.12;197;0.41
112.1;1714907922986;81.52;39.13;106;0.61
112.1;1714907924320;74.87;194.73;434;1.13
112.1;1714907924770;92.17;139.34;127;0.31
112.1;1714907925662;67.83;106.66;281;1.50
112.1;1714907927038;83.50;149.20;53;2.70
112.1;1714907928845;51.14;89.68;17;0.23
112.1;1714907929406;41.96;158.11;147;2.80
112.1;1714907929839;81.92;176.54;367;0.67
112.1;1714907932707;86.75;114.77;457;0.42
112.1;1714907935287;77.70;91.54;326;1.20
112.1;1714907937549;70.47;134.79;135;2.85
112.1;1714907938441;71.35;35.74;292;1.09
112.1;1714907938892;87.45;172.68;181;0.31
112.1;1714907939898;59.47;78.96;443;0.27
112.1;1714907940524;26.21;21.85;154;2.85
112.1;1714907940759;78.75;6.32;303;2.98
112.1;1714907941134;9.53;147.31;317;1.69
112.1;1714907941319;79.01;75.11;67;1.63
112.1;1714907941435;31.42;188.06;432;1.57
112.1;1714907941803;54.39;59.27;278;1.66
112.1;1714907942006;44.22;5.43;30;1.77
112.1;1714907943396;58.59;184.48;127;1.91
112.1;1714907943816;82.20;70.05;174;0.89
112.1;1714907944439;58.91;135.19;313;1.70
112.1;1714907944844;27.85;181.78;258;1.01
112.1;1714907945282;42.26;45.78;86;0.25
112.1;1714907946341;38.80;189.49;426;0.88
112.1;1714907946747;21.89;171.74;200;0.49
112.1;1714907947745;58.07;30.18;47;0.93
112.1;1714907949228;72.52;182.85;310;0.92
112.1;1714907949994;94.92;173.95;383;2.68
